Traffic_Light_State,Weather_Condition,Traffic_Condition,Latitude,Longitude,Vehicle_Count,Traffic_Speed_kmh,Road_Occupancy_%,Accident_Report,Sentiment_Score,Ride_Sharing_Demand,Parking_Availability,Emission_Levels_g_km,Energy_Consumption_L_h
Green,Snow,High,4.088.263.378.346.840,-7.384.915.525.998.190,93,6.590.729.074.419.190,8.212.658.581.551.650,0,-162.442.162.394.844,67,38,33.423.765.114.927.200,"1607720878593010000,00%"
Yellow,Rain,High,4.084.699.240.892.720,-7.373.264.753.353.500,276,4.473.143.472.561.240,34.560.200.787.945.600,0,-36.719.972.601.845.800,60,21,13.680.445.631.731.500,"1584425383215120000,00%"
Yellow,Rain,High,4.062.032.219.364.210,-737.473.385.089.794,258,32.740.168.292.195.400,3.209.187.622.723.000,0,-708.125.997.469.548,88,22,15.682.616.277.771.700,"821740921841746000,00%"
Yellow,Rain,High,4.062.559.900.297.040,-739.826.971.763.923,190,3.055.185.149.393.010,4.474.376.008.491.240,1,7.606.583.830.989.820,1,35,37.526.096.976.688.100,"2230548342953240000,00%"
Green,Rain,High,4.073.887.066.999.910,-7.379.685.006.303.970,221,35.705.855.111.785.900,5.931.303.067.695.330,0,5.885.312.251.023.420,85,45,45.716.125.380.792.200,"1082910286367480000,00%"
Red,Snow,High,40.708.936.307.809.900,-7.390.292.358.008.470,246,4.441.162.359.041.350,29.341.763.977.745.100,0,-7.546.542.517.723.020,25,32,36.403.567.817.013.200,"125570195144455000,00%"
Red,Rain,High,4.072.338.242.358.330,-738.227.512.918.004,285,7.201.328.717.328.770,5.436.325.419.896.170,0,631.979.415.348.427,20,9,35.959.728.481.857.600,"609274381406969000,00%"
Yellow,Rain,High,4.078.717.251.862.720,-7.397.914.832.282.720,298,1.107.677.391.431.490,6.467.303.199.870.480,0,4.957.493.144.823.800,26,32,3.551.635.339.058.670,"690720682825727000,00%"
Red,Snow,High,4.088.622.157.719.570,-7.388.069.234.516.990,233,3.309.226.624.491.570,4.296.823.852.397.270,0,9.712.482.236.046.720,83,14,2.762.865.313.882.150,"2584029072106930000,00%"
Green,Snow,High,4.069.262.450.623.800,-7.377.451.443.165.500,145,48.595.484.176.464.700,9.915.756.315.286.650,0,-9.592.235.151.506.900,71,18,2.665.239.236.435.250,"1499580144965060000,00%"
Green,Clear,High,40.760.289.972.123.800,-7.397.979.536.086.830,214,37.294.285.729.951.300,7.084.979.136.992.400,0,730.987.133.240.965,99,21,4.637.017.678.606.350,"1537104167910270000,00%"
Red,Fog,High,408.765.899.136.642,-737.903.018.287.804,252,6.010.296.756.178.830,13.978.944.456.055.700,0,-38.615.771.403.455.600,79,38,3.589.518.313.060.490,"228649910782233000,00%"
Red,Fog,High,40.774.525.458.036.700,-7.388.969.487.159.100,33,193.896.753.378.288,22.110.222.125.796.600,0,-510.768.721.144.726,39,40,4.275.242.220.938.300,"943729180048536000,00%"
Yellow,Clear,High,4.089.616.078.119.610,-7.386.755.873.305.120,223,3.127.827.699.007.330,32.082.981.661.951.900,0,-6.188.442.519.223.400,64,33,42.629.410.903.257.400,"172563047201598000,00%"
Yellow,Snow,High,4.079.273.609.039.920,-7.393.841.171.589.220,284,8.079.006.233.624.660,19.020.991.394.360.800,0,-49.288.298.329.846.100,65,32,18.740.325.117.559.900,"1759576189038850000,00%"
Green,Clear,High,4.073.072.560.373.030,-7.373.217.653.858.200,15,44.812.569.108.981.500,9.129.286.278.155.280,0,5.806.474.422.993.800,48,10,2.998.821.239.401.890,"2060299419864900000,00%"
Red,Snow,High,4.087.377.536.352.490,-7.391.501.222.321.530,71,9.397.891.643.655.110,29.856.993.272.584.000,0,-9.492.708.477.711.150,81,20,43.075.337.415.462.200,"191004713109907000,00%"
Red,Rain,High,408.614.757.897.713,-7.392.850.591.251.170,158,3.580.050.159.527.970,9.118.713.855.515.140,1,2.626.170.204.205.190,95,10,27.330.139.464.920.400,"140268817861370000,00%"
Green,Snow,High,4.084.183.792.962.930,-7.375.662.438.608.240,207,7.212.367.711.603.250,6.100.300.956.201.190,0,856.905.068.048.823,19,38,14.882.359.134.772.100,"282634624335237000,00%"
Yellow,Clear,High,40.677.442.968.007.300,-7.390.750.953.735.490,160,2.098.677.021.581.490,10.924.648.630.017.800,1,4.446.407.150.324.130,52,21,7.824.104.351.755.990,"2747667428118690000,00%"
Green,Clear,High,4.077.197.013.976.900,-738.041.222.952.099,230,6.825.138.048.840.980,6.740.637.905.427.110,0,-5.732.529.819.909.480,97,13,3.391.185.732.754.780,"2098714183915840000,00%"
Red,Rain,High,4.061.899.470.354.880,-739.032.410.785.382,161,3.927.606.297.568.190,8.002.010.523.061.890,0,-8.179.666.467.425.990,92,13,23.503.230.232.742.200,"2490828498968480000,00%"
Green,Clear,High,4.064.734.747.420.120,-739.382.701.032.035,183,1.667.277.693.134.270,6.961.488.680.369.690,0,-42.331.849.221.657.200,73,31,1.748.272.856.433.640,"2039650548245620000,00%"
Yellow,Clear,High,40.750.161.265.981.400,-739.433.650.627.314,271,13.566.436.176.560.800,28.322.999.920.529.200,0,-28.423.129.863.844.600,72,14,29.727.028.376.232.800,"1479854183294890000,00%"
Red,Rain,High,407.877.187.735.877,-7.383.746.260.216.380,201,6.248.815.625.612.040,9.456.515.409.100.840,0,8.896.478.751.843.110,88,43,33.044.672.562.654.200,"1570233816058110000,00%"
Green,Rain,High,40.774.724.669.028.800,-7.371.000.816.662.460,234,61.703.192.623.914.700,42.491.866.645.133.800,0,-8.140.607.361.679.620,3,36,2.777.133.732.274.520,"755800174371217000,00%"
Red,Clear,High,40.759.762.371.857.900,-7.387.185.913.747.150,212,7.557.005.073.815.630,6.288.215.456.832.940,0,-39.896.121.510.915.500,34,4,15.832.175.278.936.700,"984536574921822000,00%"
Green,Fog,High,40.618.342.569.680.900,-7.377.821.540.373.580,66,9.501.020.995.226.140,16.894.937.419.804.100,0,-971.518.264.431.046,31,40,3.981.223.981.022.160,"1528482506534430000,00%"
Red,Fog,High,4.068.861.658.523.310,-7.381.220.942.171.930,98,2.015.440.336.699.570,9.470.685.693.847.460,0,9.523.693.163.244.080,52,16,4.918.944.758.296.560,"256748907153458000,00%"
Red,Snow,High,4.079.351.805.383.520,-7.396.523.721.825.620,279,645.176.451.841.341,8.762.400.509.098.630,0,-234.332.177.628.217,94,18,42.353.759.214.289.300,"561640749905069000,00%"
Green,Rain,High,4.086.981.915.167.850,-7.384.313.909.087.000,280,36.576.148.815.849.600,6.358.710.680.747.680,0,6.220.809.342.443.190,28,28,3.487.549.888.635.490,"2672424207186400000,00%"
Yellow,Snow,High,4.060.383.856.849.850,-7.373.361.648.715.050,70,4.353.525.654.729.260,8.909.578.437.286.270,0,7.887.547.391.750.300,36,32,37.554.679.185.146.700,"583464332750930000,00%"
Yellow,Fog,High,4.064.659.226.255.710,-7.380.723.846.819.980,180,6.907.025.735.970.300,8.614.612.210.222.520,0,48.890.407.584.002.400,37,4,32.153.166.188.304.700,"745644820452708000,00%"
Yellow,Rain,High,40.619.639.880.585.300,-7.394.302.927.055.190,57,62.268.498.807.636.800,12.007.787.407.507.600,0,4.595.200.686.999.480,40,48,4.064.627.604.169.670,"708090716095002000,00%"
Red,Fog,High,4.060.001.638.114.000,-7.389.639.111.594.650,292,9.699.933.192.709.710,19.844.368.890.714.900,0,-711.217.455.944.982,79,5,18.125.450.777.241.700,"254942156874730000,00%"
Green,Fog,High,407.384.607.180.597,-7.371.463.216.478.950,208,17.989.366.753.691.900,8.864.038.818.954.210,0,9.480.204.389.226.960,16,12,44.334.733.240.957.100,"1990274959099070000,00%"
Green,Clear,High,40.891.107.138.783.100,-7.392.467.625.961.750,119,6.616.004.138.264.470,8.201.432.860.741.850,0,9.895.624.265.013.320,37,32,16.860.844.081.061.000,"2556233280340500000,00%"
Green,Rain,High,4.084.284.095.356.260,-7.386.553.514.014.520,279,1.127.298.226.155.690,8.424.456.040.037.780,0,7.345.583.377.936.920,19,23,3.954.544.632.862.610,"1685473453104500000,00%"
Red,Fog,High,4.071.569.567.002.950,-7.381.056.226.442.020,124,17.529.162.559.200.300,45.585.537.045.059.800,0,476.379.496.100.658,24,42,4.296.101.575.634.570,"1283298458756240000,00%"
Yellow,Clear,High,4.087.872.206.236.890,-7.394.365.957.753.940,30,148.384.751.163.372,10.036.916.710.328.900,0,-24.257.819.164.360.900,94,45,3.210.078.434.620.200,"808188354611747000,00%"
Green,Snow,High,408.448.243.306.735,-7.371.273.448.111.710,251,758.996.633.237.236,9.016.891.858.864.640,0,8.022.645.201.523.150,28,11,14.255.654.555.211.000,"794343443994608000,00%"
Yellow,Rain,High,40.894.651.440.939.000,-7.388.716.187.144.200,212,6.710.490.425.262.310,5.858.176.158.920.250,0,12.508.552.885.579.100,15,6,3.539.560.704.287.800,"1395660527645880000,00%"
Green,Rain,High,40.868.770.793.172.900,-738.604.534.286.367,274,12.939.990.566.269.600,8.843.081.655.219.930,0,7.555.531.415.427.640,82,20,42.462.169.928.122.200,"2460342527476950000,00%"
Red,Snow,High,4.065.122.032.261.520,-7.373.124.799.329.040,281,3.251.774.974.605.540,4.811.572.625.898.130,1,-6.680.262.859.229.010,59,37,44.476.200.958.605.900,"1860423830663390000,00%"
Red,Fog,High,40.650.379.318.257.800,-7.399.498.686.427.670,86,785.988.681.742.937,9.719.963.274.522.830,0,7.242.739.688.234.220,40,17,20.543.241.764.406.800,"652163368776552000,00%"
Yellow,Clear,High,4.078.720.191.934.740,-7.371.040.280.618.050,143,12.910.107.065.414.600,57.086.217.086.994.700,0,5.140.710.742.253.540,79,20,30.080.426.125.718.300,"2964734651459060000,00%"
Green,Snow,High,4.087.846.908.431.970,-7.388.024.670.891.030,239,3.765.938.656.829.540,9.162.231.580.913.530,0,-27.720.147.804.755.500,46,45,2.253.236.060.495.700,"2407285498861640000,00%"
Green,Fog,High,4.067.779.192.777.270,-7.370.684.051.571.120,184,10.160.402.054.305.100,5.962.188.650.116.960,0,-20.261.042.875.887.900,99,23,4.699.371.632.271.920,"223221646367693000,00%"
Red,Rain,High,4.071.848.356.600.190,-737.806.120.063.689,262,14.044.172.654.865.100,1.771.691.795.950.640,0,20.111.031.696.215.500,4,20,2.775.386.489.576.360,"1737263317376000000,00%"
Yellow,Rain,High,4.079.581.634.209.410,-7.395.963.437.602.650,260,5.494.953.922.161.420,14.930.026.734.757.000,0,-11.825.197.849.125.100,29,47,49.392.374.656.811.100,"908611138518004000,00%"
Yellow,Snow,High,4.081.634.859.177.780,-7.399.582.306.469.870,130,13.615.037.393.000.000,55.305.019.969.337.700,0,-9.072.383.163.416.860,43,9,3.008.031.077.754.310,"2434939123083730000,00%"
Red,Clear,High,40.791.486.015.148.900,-7.386.644.189.767.080,129,25.283.840.709.244.300,8.489.930.636.753.520,0,-23.904.760.439.135.400,96,27,11.973.589.195.690.600,"208164136408010000,00%"
Red,Fog,High,4.070.219.144.474.930,-7.397.700.884.499.570,162,11.950.519.880.277.700,1.323.427.649.153.410,0,35.852.813.061.075.900,63,37,2.316.579.423.053.180,"597966402169940000,00%"
Red,Clear,High,40.872.988.277.787,-7.386.982.851.771.970,243,42.534.619.174.911.000,6.025.325.384.786.100,0,-781.610.423.350.934,45,1,4.629.908.817.509.290,"259548537509802000,00%"
Green,Clear,High,407.861.180.805.767,-738.472.098.554.512,90,19.125.771.615.086.800,6.187.367.337.296.330,0,-7.165.143.006.139.710,96,2,3.819.912.758.685.480,"1661018166892020000,00%"
Red,Rain,High,406.154.295.485.996,-737.391.010.394.761,269,6.450.559.226.205.750,6.379.563.267.050.500,0,-5.233.908.395.488.350,18,29,17.278.582.946.155.500,"2399975959169480000,00%"
Red,Fog,High,40.628.296.147.288.500,-7.376.052.420.257.970,160,4.518.219.756.849.200,8.309.967.775.631.240,0,6.889.102.687.872.060,34,26,4.922.429.930.657.800,"2944973556570200000,00%"
Green,Snow,High,4.076.937.534.302.000,-7.381.883.940.441.060,188,5.336.067.590.338.510,7.202.603.669.955.690,0,7.009.918.485.070.890,88,28,1.496.817.582.802.300,"2850231888282780000,00%"
Yellow,Snow,High,4.064.608.898.126.920,-7.377.370.892.881.320,181,12.033.859.848.562.800,6.744.450.701.209.550,0,-3.143.842.420.045.020,13,24,1.285.528.435.666.610,"2528303346511850000,00%"
Yellow,Rain,High,4.068.444.097.287.270,-7.379.105.420.455.370,144,9.093.995.678.621.280,372.491.189.007.104,0,-8.313.044.105.891.830,45,21,35.006.909.892.447.200,"789580761689122000,00%"
Yellow,Snow,High,4.073.053.945.949.940,-7.394.605.259.143.500,107,11.750.962.267.980.800,3.744.435.863.549.400,0,-9.757.887.418.383.290,87,46,1.108.526.773.325.040,"1141779167741500000,00%"
Green,Fog,High,4.087.311.561.587.870,-7.378.194.571.225.320,223,5.388.271.991.731.700,3.629.188.205.698.950,0,8.144.232.731.137.110,74,15,2.643.005.816.604.630,"257004180455401000,00%"
Green,Fog,High,40.856.467.884.366,-7.371.042.776.219.440,245,15.864.853.222.083.000,8.359.288.429.860.200,0,4.493.671.339.623.690,20,42,11.715.817.420.220.700,"164028268949033000,00%"
Green,Rain,High,4.060.651.170.972.870,-7.395.416.965.949.590,206,34.183.668.977.157.200,4.534.914.115.742.510,0,16.644.884.783.478.000,80,4,1.709.727.277.819.730,"2348375430160890000,00%"
Red,Snow,High,40.625.007.725.611.100,-7.379.059.918.540.110,49,6.412.740.613.835.430,8.009.459.368.468.940,0,49.198.343.098.486.400,77,26,611.022.790.048.691,"2703235869885120000,00%"
Yellow,Rain,High,40.653.269.582.741.800,-7.381.868.164.399.150,290,18.977.406.113.946.100,3.245.865.477.418.030,0,-8.982.300.812.608.510,5,8,34.504.333.433.185.600,"1999699106998450000,00%"
Green,Clear,High,40.833.386.540.817.200,-7.375.264.644.301.090,267,6.518.309.558.767.550,450.226.453.529.701,0,-9.593.093.771.991.200,47,4,3.427.211.674.701.640,"516082131079805000,00%"
Yellow,Fog,High,4.080.446.329.868.710,-7.377.540.018.722.470,215,3.699.264.225.524.580,406.478.273.755.593,0,-4.736.723.698.331.600,44,41,2.832.931.949.476.430,"27691853834836700,00%"
Green,Clear,High,4.068.705.486.228.560,-7.389.620.695.499.150,169,9.352.242.635.469.200,6.901.101.063.956.680,0,-20.290.017.362.654.300,97,12,3.961.290.725.172.250,"2872133057327590000,00%"
Red,Rain,High,406.098.109.501.266,-7.380.189.295.174.710,295,63.635.249.756.491.600,44.295.337.309.949.500,0,-18.816.783.903.940.600,48,27,48.267.396.266.965.700,"1514739993414280000,00%"
Red,Rain,High,40.781.151.453.946.200,-7.385.872.488.671.900,208,4.104.018.315.030.580,9.286.612.651.843.930,0,11.968.235.302.545.800,16,32,28.693.609.319.525.400,"108276085468982000,00%"
Green,Rain,High,40.807.734.049.389.500,-7.393.843.296.895.010,254,29.197.448.384.629.200,13.220.217.585.380.900,0,-1.319.966.292.626.950,41,40,37.412.086.025.315.600,"855499349241230000,00%"
Yellow,Snow,High,4.067.101.799.465.760,-7.379.521.278.884.020,22,7.868.676.381.612.390,9.499.739.088.294.110,0,-16.456.481.323.322.900,20,19,8.299.438.814.873.080,"29636271398774800,00%"
Red,Fog,High,40.667.850.236.296.400,-7.391.576.086.112.910,261,4.757.628.546.836.280,314.296.738.652.951,0,-6.324.278.362.762.740,70,19,2.531.640.131.854.170,"758266551489378000,00%"
Green,Rain,High,408.801.769.224.853,-7.397.706.850.313.370,113,4.198.785.431.916.830,8.940.552.299.307.680,0,20.542.872.326.358.200,49,5,20.155.224.778.512.100,"1105056277743080000,00%"
Yellow,Rain,High,4.061.817.554.417.070,-7.371.103.945.216.750,236,7.946.891.782.245.040,4.727.248.787.371.530,1,30.045.981.378.109.700,73,25,4.494.676.850.615.800,"1351232618372590000,00%"
Red,Snow,High,4.075.493.295.352.790,-7.388.351.775.322.730,281,7.918.965.308.276.660,24.190.762.453.316.900,0,-2.607.215.791.466.180,5,10,154.443.001.162.914,"2647463951056130000,00%"
Green,Clear,High,40.606.230.036.765.300,-7.377.548.538.421.410,46,7.966.888.478.857.550,9.344.179.702.917.920,0,39.291.804.763.580.100,76,33,3.816.839.028.715.640,"2832502105479650000,00%"
Yellow,Clear,High,4.065.594.090.250.070,-7.383.868.788.759.180,208,4.759.432.598.816.540,27.893.998.260.391.200,0,-6.176.389.231.644.780,81,11,40.825.803.817.321.200,"503375355753152000,00%"
Red,Clear,High,40.719.387.062.272.300,-7.370.911.832.257.020,263,3.545.584.054.252.800,49.365.032.094.771.800,0,-7.933.150.553.286.420,90,41,8.448.285.274.973.940,"1375095936236110000,00%"
Red,Rain,High,4.062.636.697.466.470,-7.385.642.623.285.610,144,847.509.307.328.493,43.931.623.945.021.500,0,28.255.522.433.302.500,82,39,23.935.728.454.769.200,"1756201530866290000,00%"
Red,Clear,High,40.796.991.612.068.700,-7.390.487.323.109.210,229,6.837.267.885.915.320,19.548.250.330.083.100,0,-3.221.529.779.370.010,59,45,16.359.863.641.652.500,"882658635762916000,00%"
Green,Fog,High,4.085.525.090.584.890,-7.374.886.851.546.880,226,10.123.010.304.431.700,5.167.242.046.121.600,0,3.970.711.624.618.580,48,39,36.468.319.323.210.700,"1497382120085450000,00%"
Yellow,Fog,High,4.074.381.668.185.130,-7.374.145.178.308.460,121,1.941.378.335.441.140,9.356.391.334.480.320,0,-7.404.323.203.857.970,65,15,27.927.964.174.949.800,"63450119719004700,00%"
Green,Fog,High,40.882.503.009.427.300,-7.387.681.192.781.440,279,40.497.660.748.331.800,1.917.247.035.729.250,0,5.181.383.766.400.560,3,28,24.839.059.333.880.900,"2790801706641940000,00%"
Green,Clear,High,4.070.104.802.169.280,-7.393.256.263.767.370,270,770.314.158.417.822,4.852.169.364.130.110,0,43.938.975.736.251.800,76,46,25.642.398.807.842.400,"2894247911139100000,00%"
Yellow,Rain,High,4.079.668.952.732.370,-7.377.286.434.247.470,159,1.409.700.116.168.940,2.201.791.302.872.790,0,-3.613.102.576.413.920,35,28,1.761.539.287.322.250,"1450171137665750000,00%"
Yellow,Rain,High,40.801.692.261.515.600,-7.390.387.557.276.490,217,6.867.136.682.927.220,5.545.560.405.882.710,0,-9.830.767.640.617.240,31,16,19.381.863.870.422.600,"243699994990495000,00%"
Yellow,Clear,High,40.686.460.929.886.200,-739.469.478.440.873,44,14.793.823.801.498.200,1.876.350.058.461.590,0,7.330.034.857.013.370,46,17,2.212.348.054.271.410,"1285501266762190000,00%"
Yellow,Clear,High,406.412.416.380.977,-7.376.676.849.292.620,232,47.894.868.256.871.100,6.438.838.294.834.620,0,-6.181.381.856.598.100,97,28,8.404.398.147.822.300,"641134998600275000,00%"
Red,Clear,High,4.081.986.795.561.980,-7.376.325.845.002.480,284,14.867.097.434.737.200,4.541.061.307.527.610,1,3.985.824.099.960.260,11,49,2.596.791.408.176.810,"282246441416236000,00%"
Yellow,Snow,High,40.815.823.631.217.500,-7.392.118.130.944.910,299,7.685.349.179.073.630,14.055.129.101.002.300,0,6.792.796.614.101.060,30,34,8.693.983.672.277.330,"589097937290426000,00%"
Red,Fog,High,4.083.032.921.389.370,-7.374.691.800.574.440,215,37.333.186.462.152.300,60.111.986.551.235.500,0,-4.021.237.432.171.490,82,24,28.766.557.528.303.500,"1541192551704530000,00%"
Red,Snow,High,4.071.518.580.688.400,-7.370.775.234.010.150,211,56.604.354.562.119.800,6.487.493.647.247.290,0,4.385.410.694.833.600,76,6,4.480.374.726.558.350,"185321481013250000,00%"
Red,Clear,High,4.070.146.118.364.860,-7.393.788.478.111.760,270,5.818.967.640.240.140,7.263.590.755.510.540,0,-8.660.698.729.142.130,36,28,45.245.821.229.358.500,"154582012190573000,00%"
Yellow,Rain,High,40.678.044.623.136.800,-7.383.311.387.890.060,150,2.474.933.116.210.160,8.611.451.408.105.260,0,-8.798.391.612.601.970,47,46,3.937.880.033.350.680,"118650291969984000,00%"
Red,Snow,High,4.078.817.573.652.540,-7.385.061.929.068.310,87,10.366.082.980.906.900,3.162.714.329.792.500,0,-4.218.556.987.343.110,39,40,32.539.150.289.831.700,"105302711225973000,00%"
Red,Fog,High,4.066.124.363.786.340,-7.391.777.596.630.920,60,59.941.511.147.931.800,8.513.068.078.586.870,1,-14.697.480.828.228.100,16,49,283.818.082.516.708,"166342920431182000,00%"
Yellow,Rain,High,4.065.649.298.544.980,-739.053.685.703.397,190,19.708.275.229.815.600,709.557.849.204.724,0,35.543.178.987.779.800,35,27,13.343.263.807.903.700,"2322086886679900000,00%"
Red,Snow,High,4.080.561.073.751.200,-7.372.752.247.437.580,63,44.154.836.356.611.100,7.331.756.197.192.080,1,8.010.623.338.602.240,88,27,21.468.201.530.743.200,"127920911571933000,00%"
Green,Fog,High,4.080.297.844.956.540,-7.396.901.648.646.820,260,4.802.085.945.548.900,9.721.446.134.545.610,0,-9.472.419.273.355.410,99,12,18.590.175.355.411.700,"1470430657091790000,00%"
Green,Snow,High,40.645.357.495.738.100,-7.379.647.878.106.250,281,29.927.906.599.095.600,912.784.009.509.731,0,6.432.724.900.517.430,69,32,10.217.632.957.568.700,"1045715866681940000,00%"
Yellow,Clear,High,408.089.969.376.546,-7.379.914.338.363.360,53,62.727.657.021.432.400,1.800.039.920.169.600,1,-47.869.890.171.630.500,96,45,2.897.494.873.252.110,"855797799015925000,00%"
Red,Snow,High,4.079.152.564.547.730,-7.373.905.082.420.630,156,820.624.067.525.035,7.412.018.373.219.290,0,5.004.326.660.782.490,12,32,26.547.163.929.815.100,"2541490333336580000,00%"
Yellow,Rain,High,4.065.170.289.916.770,-738.490.265.187.988,274,703.463.036.842.028,661.408.060.864.506,0,23.633.558.787.071.300,10,22,17.664.795.538.554.000,"2033609747942070000,00%"
